StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Informed Consent,Role Clarity 1,Role Clarity 2,Role Clarity 3,Role Clarity 4,Role Clarity 5,Level of Engagement 1,Level of Engagement 2,Level of Engagement 3,Level of Engagement 4,Level of Engagement 5,Level of Engagement 6,Level of Engagement 7,Level of Engagement 8,Attention Check,Level of Engagement 9,Turnover Intention 1,Turnover Intention 2,Turnover Intention 3,Turnover Intention 4,Turnover Intention 5,Office Location,Degree of Burnout 1,Degree of Burnout 2,Degree of Burnout 3,Degree of Burnout 4,Degree of Burnout 5,Degree of Burnout 6,Degree of Burnout 7,Degree of Burnout 8,Degree of Burnout 9,Degree of Burnout 1,Degree of Burnout 2,Degree of Burnout 3,Degree of Burnout 4,Degree of Burnout 5,Degree of Burnout 6,Degree of Burnout 7,Degree of Burnout 8,Degree of Burnout 9,Worker Wellbeing 1,Worker Wellbeing 2,Worker Wellbeing 3,Worker Wellbeing 4,Worker Wellbeing 5,Worker Wellbeing 6,Worker Wellbeing 7,Worker Wellbeing 8,Manager Support 1,Manager Support 2,Manager Support 3,Manager Support 4,Manager Support 5,Manager Support 6,Manager Support 7,Manager Support 8,Manager Support 9,Manager Support 10,Year Born,Gender,Ethnicity,V8_1,V8_2,V8_3,V8_4,V8_5
6/16/22 6:19,6/16/22 6:29,0,66.190.72.206,100,622,1,6/16/22 6:29,R_3pb4LuyKGTqjsqu,,,,,32.7446,-97.3842,anonymous,EN,1,slightly disagree,slightly disagree,slightly agree,neutral,slightly agree,7,6,7,5,6,1,4,3,12,5,1,1,5,3,1,1,4,4,2,5,3,2,5,6,5,,,,,,,,,,4,4,6,2,5,7,4,1,5,5,2,1,7,1,4,1,2,3,1983,Female,2,,,,,
6/16/22 6:19,6/16/22 6:30,0,172.11.82.102,100,628,1,6/16/22 6:30,R_3eyP6uJX67QYuoJ,,,,,36.1515,-86.792,anonymous,EN,1,strongly agree,neutral,strongly agree,disagree,strongly disagree,2,3,3,3,6,5,2,6,12,2,7,6,1,3,5,1,6,6,1,2,1,1,3,4,2,,,,,,,,,,1,7,6,1,2,5,6,1,6,1,3,4,7,5,4,5,6,3,1990,Male,2,7,7,7,7,7
6/16/22 6:31,6/16/22 6:36,0,165.214.12.83,100,291,1,6/16/22 6:36,R_UfJ5UOjN9jr4SrL,,,,,33.1909,-96.6198,anonymous,EN,1,strongly disagree,neutral,disagree,strongly disagree,disagree,3,1,2,4,2,6,2,5,12,1,6,5,4,2,6,1,6,5,6,5,7,1,2,6,5,,,,,,,,,,1,4,6,3,4,4,1,2,1,4,6,5,6,6,5,4,2,1,1993,Non-Binary,4,,,,,
6/16/22 6:29,6/16/22 6:37,0,35.141.37.213,100,486,1,6/16/22 6:37,R_3HFdALfL7uAsX1k,,,,,28.3056,-81.4197,anonymous,EN,1,disagree,strongly disagree,slightly agree,neutral,slightly disagree,5,5,3,7,5,6,4,4,35,2,4,7,3,2,6,1,4,5,6,1,4,4,5,2,5,,,,,,,,,,3,2,7,6,5,7,2,1,2,5,3,7,2,2,7,4,6,3,1999,Non-Binary,6,,,,,
6/16/22 6:33,6/16/22 6:39,0,24.254.4.119,100,382,1,6/16/22 6:39,R_2czr6zJcv7LMumj,,,,,37.3441,-79.8974,anonymous,EN,1,strongly disagree,slightly agree,neutral,strongly disagree,disagree,1,5,2,1,4,7,1,1,12,4,2,3,7,3,5,1,3,6,2,4,2,7,7,2,3,,,,,,,,,,2,4,2,1,3,4,4,2,1,7,5,1,6,1,4,2,6,7,1993,Female,7,7,7,7,7,7
6/16/22 6:25,6/16/22 6:41,0,98.183.229.28,100,942,1,6/16/22 6:41,R_2ByXduMAxGEnWpL,,,,,36.9201,-76.2122,anonymous,EN,1,disagree,strongly disagree,strongly disagree,strongly agree,strongly disagree,6,6,2,5,1,2,3,4,12,2,3,4,7,6,6,1,2,7,2,1,6,7,7,7,6,,,,,,,,,,1,6,2,1,1,2,1,5,2,3,3,6,7,2,6,7,6,5,1985,Non-Binary,5,7,7,7,7,6
6/16/22 6:29,6/16/22 6:42,0,173.168.6.30,100,792,1,6/16/22 6:42,R_WpO2HHx0bLYwIG5,,,,,28.0056,-82.1122,anonymous,EN,1,disagree,disagree,neutral,agree,strongly agree,5,7,1,4,7,4,3,3,12,4,4,7,6,3,6,1,7,7,4,5,4,3,6,4,3,,,,,,,,,,6,1,6,4,3,2,7,6,7,5,2,2,5,3,3,4,7,4,1986,Non-Binary,5,7,7,7,7,7
6/16/22 6:45,6/16/22 6:53,0,73.108.98.202,100,462,1,6/16/22 6:53,R_2YkW323FqG0AD3V,,,,,31.9948,-81.2335,anonymous,EN,1,agree,strongly agree,strongly agree,slightly agree,strongly agree,2,5,1,1,7,3,6,3,12,1,3,6,2,2,2,1,3,7,5,6,7,2,1,6,4,,,,,,,,,,3,7,7,5,1,4,5,3,3,4,7,5,2,2,7,1,6,5,2000,Male,6,,,,,
6/16/22 6:35,6/16/22 6:53,0,172.56.4.103,100,1093,1,6/16/22 6:53,R_9XB4A7fL25y3sjf,,,,,30.2712,-81.7529,anonymous,EN,1,agree,slightly disagree,strongly agree,disagree,slightly agree,6,2,1,101,7,6,6,1,12,2,6,7,4,4,3,1,5,3,5,4,4,3,1,4,4,,,,,,,,,,5,3,3,5,7,2,6,3,3,4,3,3,7,1,2,2,5,5,1995,Female,2,,,,,
6/16/22 6:51,6/16/22 6:56,0,75.73.192.144,100,303,1,6/16/22 6:56,R_2TmJ5nnOqil1cwi,,,,,44.8696,-93.3266,anonymous,EN,1,strongly disagree,strongly disagree,strongly disagree,agree,disagree,7,5,4,7,2,2,1,3,12,5,3,1,1,5,4,1,1,6,4,3,7,3,1,1,7,,,,,,,,,,7,6,7,7,5,1,5,6,7,3,6,1,3,2,2,7,5,5,1984,Male,3,7,7,7,7,7
6/16/22 6:42,6/16/22 6:58,0,170.52.166.34,100,945,1,6/16/22 6:58,R_s4KpGBYTGiozf0t,,,,,33.014,-80.1722,anonymous,EN,1,strongly agree,agree,strongly disagree,agree,strongly disagree,2,2,4,7,6,3,7,1,109,6,4,3,1,2,6,1,5,7,2,1,4,2,3,2,5,,,,,,,,,,1,5,2,7,4,4,6,5,4,2,1,1,4,2,7,4,1,4,1983,Male,5,,,,,
6/16/22 6:53,6/16/22 7:01,0,104.15.152.172,100,481,1,6/16/22 7:01,R_3OfaG0dASSvjdIy,,,,,30.4003,-87.0288,anonymous,EN,1,strongly disagree,disagree,neutral,agree,strongly disagree,3,6,7,2,4,6,2,4,12,4,3,4,7,3,1,1,5,7,1,1,3,7,1,3,5,,,,,,,,,,2,1,1,4,2,5,1,6,2,1,1,3,5,1,1,2,2,1,2000,Non-Binary,7,7,7,7,7,7
6/16/22 7:01,6/16/22 7:08,0,72.238.154.52,100,453,1,6/16/22 7:08,R_yPj9ZwWbDeqPjI5,,,,,28.3774,-81.1888,anonymous,EN,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/16/22 5:27,6/16/22 7:13,0,160.129.251.181,100,6351,1,6/16/22 7:13,R_cVfsI1VDh3VwAsV,,,,,36.1579,-86.8608,anonymous,EN,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/16/22 7:10,6/16/22 7:19,0,108.208.116.94,100,555,1,6/16/22 7:19,R_1LBuRvZBV1TSrc7,,,,,25.7641,-80.2702,anonymous,EN,1,neutral,disagree,neutral,neutral,slightly agree,2,7,1,3,6,1,4,5,12,6,2,6,3,7,4,1,1,2,3,2,4,2,3,5,6,,,,,,,,,,2,3,2,1,6,6,4,1,3,7,3,3,5,4,4,1,5,7,2001,Female,6,,,,,
6/16/22 7:09,6/16/22 7:21,0,172.56.96.67,100,720,1,6/16/22 7:21,R_2WSiLofv4IoIgZO,,,,,47.6137,-122.3104,anonymous,EN,1,neutral,strongly agree,neutral,slightly agree,agree,3,6,2,7,2,4,7,1,140,5,7,6,3,1,4,1,2,6,5,6,2,4,1,4,1,,,,,,,,,,2,2,6,5,1,2,4,5,7,6,7,7,5,5,6,2,3,7,1998,Female,2,7,7,7,7,7
6/16/22 7:15,6/16/22 7:27,0,73.155.169.151,100,730,1,6/16/22 7:27,R_2S0ku6mVE3JsqNb,,,,,29.5209,-95.1922,anonymous,EN,1,strongly disagree,strongly agree,disagree,strongly disagree,strongly agree,3,2,4,4,2,3,3,1,12,7,3,2,6,3,6,1,6,5,6,4,3,7,4,2,4,,,,,,,,,,4,1,3,2,6,5,7,1,6,7,2,6,2,1,1,4,7,4,1991,Non-Binary,4,,,,,
6/16/22 7:18,6/16/22 7:28,0,107.196.51.155,100,588,1,6/16/22 7:28,R_2diiDQ9ElVMYHHQ,,,,,29.7438,-95.4422,anonymous,EN,1,neutral,disagree,disagree,slightly agree,neutral,3,2,4,7,5,6,2,6,12,1,2,6,3,2,5,1,6,4,4,7,5,5,2,3,4,,,,,,,,,,1,6,5,4,6,7,2,1,7,7,3,2,2,5,1,5,2,3,2002,Male,1,,,,,
6/16/22 7:18,6/16/22 7:29,0,172.127.177.193,100,676,1,6/16/22 7:29,R_yPWhLcbPsE595g5,,,,,29.7026,-98.4759,anonymous,EN,1,agree,slightly agree,strongly agree,disagree,neutral,7,3,2,2,5,3,7,1,12,3,1,4,2,1,5,1,4,2,3,5,6,3,1,2,2,,,,,,,,,,5,1,4,5,3,6,3,5,6,6,1,1,7,4,4,1,4,2,1989,Female,7,,,,,
6/16/22 7:10,6/16/22 7:30,0,104.232.190.16,100,1179,1,6/16/22 7:30,R_1q4ZwepGgNb7mJl,,,,,32.3046,-89.9622,anonymous,EN,1,slightly disagree,agree,strongly disagree,strongly agree,agree,4,5,7,1,4,4,5,2,12,7,1,3,5,7,5,1,5,5,1,1,4,6,4,7,5,,,,,,,,,,4,4,6,7,2,1,2,3,6,5,4,4,5,6,1,2,5,3,1993,Non-Binary,4,,,,,
6/16/22 7:32,6/16/22 7:36,0,73.183.195.198,100,231,1,6/16/22 7:36,R_3PLEoz8Lk9xowni,,,,,29.7335,-95.5564,anonymous,EN,1,slightly agree,disagree,disagree,strongly disagree,slightly disagree,7,1,1,7,6,1,5,7,12,3,6,4,1,5,1,1,4,7,3,6,1,1,5,7,7,,,,,,,,,,4,7,6,7,2,3,5,5,7,1,4,2,4,6,2,2,5,4,2000,Male,1,,,,,
6/16/22 7:25,6/16/22 7:37,0,104.13.177.183,100,708,1,6/16/22 7:37,R_10OwYTuyWpudhNs,,,,,29.7373,-95.3972,anonymous,EN,1,neutral,slightly agree,agree,disagree,slightly agree,4,1,7,2,5,2,5,4,12,2,6,5,3,1,6,1,4,1,2,7,3,4,6,1,5,,,,,,,,,,3,6,2,7,1,2,6,6,4,1,3,6,2,1,3,1,3,7,2001,Non-Binary,5,,,,,
6/16/22 7:24,6/16/22 7:40,0,206.195.65.15,100,943,1,6/16/22 7:40,R_2TvejAMeEWBEoX8,,,,,34.0555,-78.9184,anonymous,EN,1,slightly agree,strongly disagree,slightly agree,disagree,neutral,2,3,1,5,1,3,2,2,12,1,2,3,5,2,6,1,1,3,5,1,2,6,3,1,1,,,,,,,,,,3,7,7,4,6,7,7,4,1,6,5,7,6,7,7,3,1,1,1990,Non-Binary,4,,,,,
6/16/22 7:25,6/16/22 7:41,0,162.211.34.190,100,925,1,6/16/22 7:41,R_AtjU6R9noNhEM6t,,,,,40.4693,-88.9424,anonymous,EN,1,,,,,,2,3,2,6,3,1,1,2,12,6,2,4,5,3,3,1,1,2,6,1,4,7,1,1,6,,,,,,,,,,4,5,1,2,2,5,5,6,3,1,4,1,2,4,2,3,4,7,1983,Non-Binary,5,,,,,
6/16/22 7:27,6/16/22 7:41,0,75.66.182.85,100,890,1,6/16/22 7:41,R_DHOX4MmNNTBX9Fn,,,,,35.0644,-89.6759,anonymous,EN,1,strongly agree,strongly agree,strongly disagree,neutral,strongly agree,5,2,4,5,5,5,6,7,12,1,1,3,7,5,4,1,,,,,,,,,,,,,,,,,,,6,3,3,4,2,7,3,3,7,7,3,1,7,6,5,6,7,5,2000,Non-Binary,5,,,,,
6/16/22 7:37,6/16/22 7:44,0,71.135.131.88,100,393,1,6/16/22 7:44,R_DCutPNn4FSQTOE1,,,,,39.0133,-94.5916,anonymous,EN,1,strongly agree,strongly agree,strongly disagree,slightly agree,strongly disagree,5,2,1,4,2,4,6,4,64,5,6,1,2,4,1,1,6,1,3,1,2,7,5,7,3,,,,,,,,,,2,4,6,5,4,5,2,7,2,4,7,7,4,2,1,6,4,4,1993,Male,3,7,7,7,7,7
6/16/22 7:34,6/16/22 7:44,0,173.175.173.81,100,593,1,6/16/22 7:44,R_3VtBYdvnUiyDRHr,,,,,31.7775,-106.4903,anonymous,EN,1,disagree,strongly disagree,slightly disagree,strongly agree,slightly disagree,4,4,2,3,6,2,5,2,12,1,6,3,6,4,3,1,5,2,1,4,3,3,5,5,4,,,,,,,,,,5,4,3,3,4,7,5,7,1,7,7,4,1,5,7,1,7,4,1998,Non-Binary,2,,,,,
6/16/22 7:33,6/16/22 7:45,0,24.10.134.22,100,728,1,6/16/22 7:45,R_2to46GHpC3PPhBE,,,,,40.7742,-111.8721,anonymous,EN,1,neutral,slightly disagree,agree,disagree,strongly agree,1,7,7,1,2,1,3,7,12,6,6,6,7,4,6,1,2,6,6,7,4,6,5,6,3,,,,,,,,,,1,2,3,7,4,2,1,5,7,3,6,4,1,4,3,2,4,5,1997,Male,4,7,7,7,7,7
6/16/22 7:44,6/16/22 7:49,0,72.187.138.213,100,263,1,6/16/22 7:49,R_3rVb1Zne1qAihEw,,,,,27.9162,-82.7299,anonymous,EN,1,slightly agree,strongly disagree,agree,neutral,strongly agree,4,3,6,1,3,6,7,4,12,2,4,6,7,4,1,1,2,6,5,4,1,4,7,2,6,,,,,,,,,,5,2,2,6,3,4,4,5,4,2,4,4,4,1,6,3,6,2,1996,Female,3,7,7,7,7,7
6/16/22 7:39,6/16/22 7:56,0,76.36.112.1,100,1024,1,6/16/22 7:56,R_3EMafrAsA8CkO2a,,,,,33.5462,-79.0428,anonymous,EN,1,strongly agree,strongly disagree,neutral,agree,agree,4,2,3,5,6,3,4,4,12,7,3,7,3,7,3,1,,,,,,,,,,,,,,,,,,,4,3,1,3,4,6,6,6,2,7,3,5,4,4,7,7,7,1,1991,Male,3,,,,,
6/16/22 7:29,6/16/22 7:57,0,99.8.60.30,100,1661,1,6/16/22 7:57,R_1ilgBGfqwBHd6Gh,,,,,32.886,-96.4095,anonymous,EN,1,strongly agree,strongly disagree,strongly disagree,strongly agree,disagree,3,2,1,5,3,1,5,2,12,7,5,1,2,5,3,1,5,1,6,5,4,6,4,5,5,,,,,,,,,,5,3,4,4,2,5,7,6,6,6,4,3,1,1,1,2,4,3,2002,Non-Binary,3,7,7,7,7,7
6/16/22 7:41,6/16/22 7:57,0,69.130.144.129,100,937,1,6/16/22 7:57,R_3nVR0Olz3T2nW0s,,,,,36.1868,-86.5067,anonymous,EN,1,disagree,strongly disagree,agree,strongly disagree,slightly agree,7,2,3,5,7,6,7,6,12,6,7,5,4,3,4,1,7,1,6,2,5,3,7,6,5,,,,,,,,,,3,6,3,3,4,3,4,7,4,6,1,6,6,6,6,3,4,3,1996,Female,7,,,,,
6/16/22 7:43,6/16/22 7:58,0,163.214.68.119,100,861,1,6/16/22 7:58,R_1jU5EznBSNFCQUA,,,,,27.96,-82.4614,anonymous,EN,1,neutral,strongly agree,strongly agree,strongly disagree,slightly agree,3,2,4,3,2,6,5,1,173,4,5,5,5,2,5,1,3,2,6,5,4,6,3,3,4,,,,,,,,,,4,1,2,2,7,6,6,7,3,7,6,1,6,4,2,1,5,4,1992,Male,5,,,,,
6/16/22 7:53,6/16/22 8:01,0,73.0.234.144,100,487,1,6/16/22 8:01,R_2zCt5eyVkh01asx,,,,,27.2913,-80.2977,anonymous,EN,1,strongly agree,slightly agree,neutral,strongly disagree,strongly disagree,3,5,7,1,4,1,4,1,12,5,4,3,7,6,7,1,6,4,2,4,4,3,3,7,5,,,,,,,,,,6,4,4,3,1,5,7,2,4,3,2,7,3,6,3,4,6,1,1983,Male,7,7,7,7,7,7
6/16/22 7:48,6/16/22 8:02,0,206.214.157.246,100,864,1,6/16/22 8:02,R_AvbV8IZ7SQeItFv,,,,,27.4749,-82.6186,anonymous,EN,1,disagree,neutral,strongly disagree,strongly disagree,slightly agree,3,4,2,5,7,4,3,4,12,7,3,3,5,3,1,1,6,6,5,1,7,2,1,2,2,,,,,,,,,,6,3,2,7,7,7,1,3,2,3,3,7,2,7,2,2,6,2,1995,Non-Binary,4,,,,,
6/16/22 8:01,6/16/22 8:08,0,73.46.62.215,100,445,1,6/16/22 8:08,R_O8sJ8msv1hXpcQN,,,,,25.7641,-80.2702,anonymous,EN,1,slightly disagree,strongly disagree,agree,slightly disagree,strongly disagree,5,2,5,2,3,2,7,6,12,1,3,1,5,3,7,1,4,5,6,4,4,6,5,2,1,,,,,,,,,,5,6,6,4,7,3,1,4,6,2,3,2,6,5,2,5,7,2,1992,Female,7,,,,,
6/16/22 7:54,6/16/22 8:11,0,107.142.103.54,100,1018,1,6/16/22 8:11,R_2CBb3SU5YhJ5sMM,,,,,36.1515,-86.792,anonymous,EN,1,slightly agree,strongly agree,slightly agree,slightly agree,agree,1,4,3,3,6,3,3,3,12,5,6,7,6,4,2,1,1,7,5,2,2,7,4,1,5,,,,,,,,,,1,3,6,3,1,1,6,4,1,3,4,2,5,1,3,5,7,7,1994,Male,5,,,,,
6/16/22 8:03,6/16/22 8:11,0,24.61.216.225,100,469,1,6/16/22 8:11,R_db4leaI9ewSk4ff,,,,,43.0729,-70.8052,anonymous,EN,1,slightly disagree,strongly disagree,neutral,slightly disagree,strongly disagree,1,7,6,4,6,3,3,7,12,1,4,6,1,6,6,1,,,,,,,,,,,,,,,,,,,2,4,5,7,1,4,5,6,5,1,3,5,2,4,6,7,5,3,1996,Female,3,7,7,7,7,7
6/16/22 8:05,6/16/22 8:13,0,98.50.103.102,100,484,1,6/16/22 8:13,R_2v0m06wPeRn3hxR,,,,,39.7318,-104.9669,anonymous,EN,1,agree,strongly disagree,strongly agree,disagree,slightly agree,6,6,4,3,4,5,1,1,12,3,2,6,4,2,7,1,6,4,4,5,6,1,2,3,7,,,,,,,,,,4,5,5,5,5,4,6,5,5,4,4,7,4,7,3,4,6,3,1990,Female,2,,,,,
6/16/22 7:55,6/16/22 8:16,0,73.76.1.91,100,1238,1,6/16/22 8:16,R_22ugXBjpLQJtbDH,,,,,30.0409,-95.5302,anonymous,EN,1,,,,,,7,4,2,3,1,6,1,5,12,4,7,4,4,4,6,1,5,3,3,2,5,1,1,1,2,,,,,,,,,,6,1,3,7,6,6,3,1,1,7,6,1,5,3,1,4,7,6,1991,Male,5,,,,,
6/16/22 8:14,6/16/22 8:21,0,45.50.222.239,100,426,1,6/16/22 8:21,R_2yl8wafpfXlJ6PL,,,,,34.0284,-117.2872,anonymous,EN,1,disagree,disagree,neutral,slightly disagree,disagree,1,2,4,1,6,2,5,5,12,7,5,7,5,3,2,1,4,3,7,4,2,4,4,7,5,,,,,,,,,,2,2,1,5,6,4,4,2,6,7,2,2,3,1,5,6,3,1,1990,Non-Binary,3,6,5,6,6,7
6/16/22 8:06,6/16/22 8:21,0,97.100.133.210,100,901,1,6/16/22 8:21,R_3J9NHZgQtqEqds7,,,,,28.3943,-81.3615,anonymous,EN,1,agree,neutral,strongly agree,agree,slightly agree,1,4,6,6,7,6,7,7,12,5,6,2,2,5,6,1,2,2,1,5,4,2,4,2,1,,,,,,,,,,5,5,1,6,5,3,1,7,5,6,6,5,5,5,1,6,2,3,1986,Female,7,7,7,7,7,7
6/16/22 7:57,6/16/22 8:25,0,47.196.201.70,100,1684,1,6/16/22 8:25,R_29g3pbFLejrFVTP,,,,,28.1909,-82.7536,anonymous,EN,1,slightly disagree,strongly disagree,neutral,strongly agree,strongly agree,4,4,4,7,3,7,1,3,78,6,7,3,5,3,5,1,5,7,5,4,7,4,7,6,2,,,,,,,,,,2,5,7,5,2,1,2,3,7,4,7,4,3,1,3,5,2,6,2002,Non-Binary,7,,,,,
6/16/22 8:25,6/16/22 8:35,0,66.153.170.109,100,553,1,6/16/22 8:35,R_3kHfjeaqX9yUfbU,,,,,33.7387,-78.9762,anonymous,EN,1,slightly agree,slightly agree,neutral,agree,disagree,5,7,5,6,6,1,1,5,12,7,6,1,5,3,5,1,2,1,6,6,2,1,4,7,3,,,,,,,,,,2,1,6,7,3,3,1,4,6,5,5,7,4,2,6,5,3,3,1994,Non-Binary,2,,,,,
6/16/22 8:02,6/16/22 8:37,0,98.180.65.236,100,2145,1,6/16/22 8:37,R_ugFwlPfJKgI6eIh,,,,,29.1565,-82.2095,anonymous,EN,1,neutral,disagree,slightly agree,slightly disagree,strongly disagree,2,6,5,4,5,3,4,5,12,3,2,3,7,2,4,1,7,4,4,5,1,3,1,3,1,,,,,,,,,,2,6,3,7,5,5,4,1,7,3,4,2,5,2,2,6,6,7,2002,Non-Binary,7,,,,,
6/16/22 8:34,6/16/22 8:40,0,47.187.142.98,100,350,1,6/16/22 8:40,R_1rCuiFcXf8P3FTY,,,,,33.078,-97.0673,anonymous,EN,1,agree,slightly agree,slightly agree,slightly agree,slightly agree,3,4,2,3,1,5,4,3,12,2,7,7,2,7,2,1,3,1,6,7,3,7,7,2,4,,,,,,,,,,5,3,7,4,6,6,7,1,1,2,5,4,1,6,3,6,4,3,1986,Male,5,7,7,7,7,7
6/16/22 8:35,6/16/22 8:40,0,142.197.110.30,100,328,1,6/16/22 8:40,R_4N046zog3PgbzEZ,,,,,28.5978,-81.3024,anonymous,EN,1,strongly disagree,disagree,agree,neutral,neutral,4,1,2,4,2,1,1,1,12,7,1,7,2,7,5,1,3,1,2,6,6,2,3,1,6,,,,,,,,,,1,5,3,4,6,6,5,1,3,5,4,4,2,7,5,6,4,6,1998,Non-Binary,2,,,,,
6/16/22 7:23,6/16/22 8:45,0,24.102.167.153,100,4902,1,6/16/22 8:45,R_1QcoGn4Hszf5DsS,,,,,41.1404,-75.9364,anonymous,EN,1,strongly agree,strongly disagree,agree,strongly disagree,disagree,7,1,7,6,1,1,3,6,160,7,7,6,2,4,1,1,2,7,7,6,4,7,7,6,3,,,,,,,,,,5,6,6,5,6,1,1,2,6,2,2,7,3,5,6,4,3,3,1986,Non-Binary,4,7,6,5,6,7
6/16/22 7:57,6/16/22 8:51,0,73.6.161.103,100,3241,1,6/16/22 8:51,R_3esiS75UAoqDsHL,,,,,30.0043,-95.1747,anonymous,EN,1,disagree,neutral,strongly disagree,strongly agree,strongly agree,7,2,6,4,4,1,6,6,12,7,6,7,456,2,7,1,5,6,7,2,3,3,3,2,7,,,,,,,,,,5,4,7,7,1,4,3,1,6,4,2,1,5,3,7,4,5,1,1993,Male,6,,,,,
6/16/22 8:49,6/16/22 8:54,0,71.143.229.158,100,321,1,6/16/22 8:54,R_cveSO7Y90fastYB,,,,,25.9912,-80.4056,anonymous,EN,1,strongly agree,agree,disagree,strongly agree,strongly disagree,7,2,6,6,4,7,3,2,12,7,5,1,1,5,5,1,1,3,1,1,4,5,2,6,7,,,,,,,,,,1,5,1,7,5,2,1,2,5,7,1,3,3,1,4,1,2,3,1996,Male,6,4,4,4,4,4
6/16/22 8:53,6/16/22 9:08,0,65.212.47.219,100,904,1,6/16/22 9:08,R_23f3nk5SjncmfGW,,,,,33.6988,-78.916,anonymous,EN,1,strongly disagree,slightly disagree,slightly disagree,agree,neutral,7,2,3,6,5,1,4,3,12,7,1,6,1,3,1,1,5,6,7,3,1,7,7,7,3,,,,,,,,,,4,6,5,7,1,3,1,1,7,2,3,6,3,3,4,2,2,6,1991,Female,7,7,7,7,7,7
6/16/22 8:57,6/16/22 9:10,0,91.19.63.6,100,746,1,6/16/22 9:10,R_10BkL0VhETzaXto,,,,,29.934,-95.613,anonymous,EN,1,disagree,disagree,neutral,disagree,neutral,1,4,1,4,7,4,4,2,12,4,1,5,5,1,5,1,2,5,4,5,5,7,4,6,6,,,,,,,,,,7,3,5,5,4,4,3,3,3,2,7,3,5,6,2,1,2,3,1988,Male,7,,,,,
6/16/22 9:04,6/16/22 9:19,0,162.83.134.157,100,846,1,6/16/22 9:19,R_2dWjgM7R9Vyzedo,,,,,40.5697,-74.1184,anonymous,EN,1,slightly agree,disagree,disagree,neutral,disagree,4,4,1,3,1,6,1,3,12,2,5,7,5,2,6,1,7,3,1,7,6,6,7,5,7,,,,,,,,,,1,2,5,7,6,1,1,2,6,7,7,5,7,1,3,3,3,7,1993,Male,6,,,,,
6/16/22 9:15,6/16/22 9:24,0,71.199.232.220,100,568,1,6/16/22 9:24,R_1Cx0Yu4jfCb5CPJ,,,,,30.2712,-81.7529,anonymous,EN,1,slightly agree,strongly disagree,strongly agree,strongly disagree,neutral,2,5,1,4,5,7,4,1,12,4,1,2,1,6,7,1,6,5,6,3,3,7,3,3,2,,,,,,,,,,4,2,5,2,5,7,5,2,5,6,7,2,3,2,6,1,5,4,1994,Female,4,7,7,7,7,7
6/16/22 9:16,6/16/22 9:33,0,104.2.161.113,100,1049,1,6/16/22 9:33,R_u4c67m43XH1pUXL,,,,,29.7925,-95.3673,anonymous,EN,1,slightly disagree,strongly agree,neutral,disagree,neutral,6,6,1,5,4,2,7,1,12,5,5,2,1,6,2,1,2,4,3,6,4,3,5,7,3,,,,,,,,,,4,4,6,1,7,3,7,1,4,3,7,4,2,3,1,1,7,3,2000,Non-Binary,7,,,,,
6/16/22 9:53,6/16/22 10:01,0,98.180.69.206,100,457,1,6/16/22 10:01,R_1mqNDtA3GpQg22I,,,,,29.1657,-82.1273,anonymous,EN,1,disagree,agree,strongly agree,neutral,neutral,3,6,1,5,5,6,2,2,12,4,4,7,2,6,3,1,1,5,4,1,2,6,7,5,4,,,,,,,,,,4,5,3,3,1,2,5,3,5,6,2,5,5,1,4,2,1,1,1987,Male,2,7,7,7,7,7
6/16/22 8:56,6/16/22 10:07,0,4.53.107.107,100,4274,1,6/16/22 10:07,R_2SvIKx2BVv4MF5F,,,,,36.2038,-115.2255,anonymous,EN,1,strongly agree,neutral,strongly disagree,agree,agree,6,3,7,6,7,7,3,6,12,7,5,7,2,3,1,1,4,2,3,7,1,3,5,5,4,,,,,,,,,,2,1,3,4,6,5,6,3,2,5,2,4,5,6,5,4,3,7,1993,Male,2,7,7,7,7,7
6/16/22 9:54,6/16/22 10:07,0,97.87.166.109,100,770,1,6/16/22 10:07,R_1gbaHlpEILL3Qw2,,,,,38.1982,-92.6714,anonymous,EN,1,strongly disagree,strongly agree,slightly disagree,strongly disagree,neutral,2,2,7,1,2,4,5,7,12,2,6,1,2,6,3,1,6,4,2,1,7,4,6,4,7,,,,,,,,,,7,7,3,4,1,3,7,3,1,5,7,1,6,4,5,2,6,4,2002,Non-Binary,3,7,7,7,7,7
6/16/22 10:01,6/16/22 10:09,0,104.58.71.176,100,466,1,6/16/22 10:09,R_ZfuQhtTSH0xsWQh,,,,,28.3943,-81.3615,anonymous,EN,1,slightly disagree,neutral,strongly agree,strongly agree,slightly agree,4,2,7,7,2,4,2,6,12,5,2,5,4,3,3,1,1,2,3,5,3,6,5,2,7,,,,,,,,,,2,4,7,7,4,4,7,7,5,1,6,6,7,1,2,4,5,3,1990,Female,3,,,,,
