"salary","satisfaction_level","average_monthly_hours"
"low",0.1,288
"low",0.4,160
"low",0.38,130
"low",0.39,133
"low",0.38,160
"low",0.38,151
"low",0.17,188
"low",0.79,247
"low",0.1,259
"low",0.37,129
"low",0.42,152
"low",0.44,128
"low",0.11,253
"low",0.39,151
"low",0.1,271
"medium",0.4,155
"medium",0.86,245
"medium",0.37,157
"medium",0.4,160
"medium",0.43,149
"medium",0.88,248
"medium",0.44,128
"medium",0.87,224
"medium",0.4,156
"medium",0.45,143
"medium",0.84,250
"medium",0.1,179
"high",0.72,257
"low",0.4,127
"medium",0.45,145
"medium",0.89,274
"medium",0.4,131
"medium",0.38,136
"low",0.38,140
"low",0.1,265
"low",0.42,148
"low",0.74,262
"low",0.1,261
"low",0.82,248
"low",0.38,131
"low",0.41,160
"low",0.4,152
"low",0.83,249
"low",0.36,144
"low",0.75,245
"low",0.44,146
"low",0.1,297
"low",0.39,148
"low",0.09,260
"low",0.4,152
"low",0.41,135
"low",0.83,235
"low",0.42,145
"low",0.61,220
"medium",0.44,128
"medium",0.77,237
"medium",0.81,275
"medium",0.1,310
"medium",0.73,251
"medium",0.09,250
"medium",0.9,259
"medium",0.88,259
"medium",0.09,305
"medium",0.4,130
"medium",0.17,250
"medium",0.82,220
"high",0.9,266
"low",0.83,255
"medium",0.44,154
"medium",0.5,138
"medium",0.14,291
"medium",0.77,217
"low",0.09,286
"low",0.11,290
"low",0.44,148
"low",0.43,146
"low",0.12,136
"low",0.1,261
"low",0.1,274
"low",0.4,132
"low",0.41,145
"low",0.37,153
"low",0.4,139
"low",0.74,231
"low",0.39,154
"low",0.11,307
"low",0.36,129
"low",0.8,275
"low",0.6,250
"low",0.36,158
"low",0.1,310
"low",0.65,181
"low",0.49,244
"medium",0.73,256
"medium",0.11,259
"medium",0.73,247
"medium",0.43,129
"medium",0.73,229
"medium",0.76,236
"medium",0.09,281
"medium",0.9,264
"medium",0.1,308
"medium",0.43,147
"medium",0.41,159
"medium",0.41,154
"high",0.1,307
"low",0.4,132
"medium",0.4,152
"medium",0.36,310
"medium",0.83,230
"medium",0.83,273
"low",0.41,144
"low",0.11,296
"low",0.68,198
"low",0.43,157
"low",0.44,145
"low",0.87,219
"low",0.43,153
"low",0.89,178
"low",0.83,239
"low",0.11,278
"low",0.85,260
"low",0.89,264
"low",0.09,301
"low",0.43,134
"low",0.42,147
"low",0.43,130
"low",0.1,307
"low",0.37,156
"low",0.76,237
"low",0.88,254
"low",0.39,151
"medium",0.45,131
"medium",0.91,241
"medium",0.86,267
"medium",0.39,153
"medium",0.89,217
"medium",0.11,254
"medium",0.1,265
"medium",0.38,146
"medium",0.4,156
"medium",0.86,269
"medium",0.1,288
"medium",0.1,283
"high",0.42,128
"low",0.36,130
"medium",0.39,127
"medium",0.43,137
"medium",0.36,133
"medium",0.09,275
"low",0.42,146
"low",0.42,135
"low",0.91,217
"low",0.41,154
"low",0.11,247
"low",0.09,295
"low",0.83,224
"low",0.11,281
"low",0.1,258
"low",0.42,150
"low",0.1,282
"low",0.38,138
"low",0.77,238
"low",0.11,244
"low",0.87,250
"low",0.1,282
"low",0.1,253
"low",0.09,256
"low",0.84,260
"low",0.11,245
"low",0.81,230
"medium",0.77,276
"medium",0.42,137
"medium",0.36,140
"medium",0.81,269
"medium",0.37,130
"medium",0.1,264
"medium",0.14,175
"medium",0.41,159
"medium",0.44,128
"medium",0.82,232
"medium",0.67,166
"medium",0.44,141
"high",0.42,143
"low",0.84,239
"medium",0.86,232
"medium",0.56,252
"medium",0.09,255
"medium",0.1,270
"low",0.39,149
"low",0.75,276
"low",0.43,159
"low",0.09,274
"low",0.83,264
"low",0.59,156
"low",0.44,135
"low",0.38,128
"low",0.76,242
"low",0.22,293
"low",0.4,141
"low",0.41,155
"low",0.38,141
"low",0.45,212
"low",0.39,160
"low",0.45,150
"low",0.42,132
"low",0.1,248
"low",0.78,272
"low",0.39,160
"low",0.1,299
"medium",0.1,292
"medium",0.43,126
"medium",0.38,132
"medium",0.09,282
"medium",0.39,141
"medium",0.73,206
"medium",0.38,140
"medium",0.1,255
"medium",0.41,133
"medium",0.43,131
"medium",0.79,257
"medium",0.1,269
"high",0.11,254
"low",0.42,143
"medium",0.36,157
"medium",0.63,163
"medium",0.41,133
"medium",0.36,157
"low",0.1,301
"low",0.11,310
"low",0.44,133
"low",0.77,249
"low",0.91,251
"low",0.26,242
"low",0.81,265
"low",0.11,280
"low",0.92,241
"low",0.1,253
"low",0.45,137
"low",0.11,266
"low",0.23,168
"low",0.86,270
"low",0.44,141
"low",0.41,133
"low",0.84,256
"low",0.42,160
"low",0.11,275
"low",0.38,160
"low",0.11,244
"medium",0.1,271
"medium",0.86,268
"medium",0.91,253
"medium",0.37,140
"medium",0.46,146
"medium",0.1,259
"medium",0.37,127
"medium",0.4,161
"medium",0.09,260
"medium",0.11,272
"medium",0.39,159
"medium",0.89,219
"high",0.09,243
"low",0.88,255
"medium",0.11,245
"medium",0.1,264
"medium",0.91,245
"medium",0.44,137
"low",0.63,157
"low",0.1,247
"low",0.36,144
"low",0.45,149
"low",0.73,253
"low",0.37,140
"low",0.09,307
"low",0.41,205
"low",0.72,234
"low",0.36,127
"low",0.9,229
"low",0.44,141
"low",0.78,260
"low",0.37,141
"low",0.4,144
"low",0.84,250
"low",0.09,245
"low",0.83,269
"low",0.11,273
"low",0.37,142
"low",0.09,273
"medium",0.43,248
"medium",0.39,147
"medium",0.85,168
"medium",0.38,128
"medium",0.76,227
"medium",0.44,135
"medium",0.73,268
"medium",0.43,136
"medium",0.43,149
"medium",0.09,264
"medium",0.43,143
"medium",0.45,138
"high",0.42,146
"low",0.41,150
"medium",0.44,156
"medium",0.09,245
"medium",0.41,156
"medium",0.43,143
"low",0.38,159
"low",0.85,217
"low",0.88,234
"low",0.44,138
"low",0.11,265
"low",0.38,145
"low",0.09,263
"low",0.11,264
"low",0.11,253
"low",0.44,155
"low",0.38,137
"low",0.1,254
"low",0.45,143
"low",0.11,280
"low",0.36,136
"low",0.72,271
"low",0.43,157
"low",0.45,150
"low",0.4,127
"low",0.1,271
"low",0.83,257
"medium",0.11,305
"medium",0.43,152
"medium",0.38,144
"medium",0.83,269
"medium",0.11,285
"medium",0.43,136
"medium",0.11,294
"medium",0.43,157
"medium",0.1,280
"medium",0.44,152
"medium",0.82,276
"medium",0.1,247
"high",0.1,286
"low",0.3,257
"medium",0.1,258
"medium",0.39,151
"medium",0.14,175
"medium",0.82,252
"low",0.1,266
"low",0.09,295
"low",0.54,165
"low",0.61,264
"low",0.1,275
"low",0.1,299
"low",0.36,147
"low",0.1,306
"low",0.84,242
"low",0.38,159
"low",0.41,147
"low",0.37,154
"low",0.43,129
"low",0.46,161
"low",0.09,269
"low",0.78,274
"low",0.45,159
"low",0.42,135
"low",0.46,147
"low",0.39,142
"low",0.36,130
"medium",0.43,147
"medium",0.85,246
"medium",0.11,281
"medium",0.11,253
"medium",0.38,128
"medium",0.43,129
"medium",0.75,223
"medium",0.11,269
"medium",0.1,269
"medium",0.1,244
"medium",0.37,154
"medium",0.11,140
"high",0.45,159
"low",0.44,158
"medium",0.44,133
"medium",0.11,247
"medium",0.79,268
"medium",0.8,267
"low",0.1,251
"low",0.09,279
"low",0.7,161
"low",0.72,256
"low",0.11,304
"low",0.39,137
"low",0.4,144
"low",0.43,142
"low",0.76,262
"low",0.4,142
"low",0.09,282
"low",0.37,157
"low",0.87,228
"low",0.1,283
"low",0.11,286
"low",0.43,148
"low",0.1,245
"low",0.11,279
"low",0.85,245
"low",0.37,138
"low",0.44,141
"medium",0.1,302
"medium",0.11,268
"medium",0.87,240
"medium",0.39,127
"medium",0.1,264
"medium",0.44,155
"medium",0.4,143
"medium",0.76,217
"medium",0.46,147
"medium",0.9,271
"medium",0.85,273
"medium",0.1,285
"high",0.43,131
"low",0.2,135
"medium",0.81,239
"medium",0.83,237
"medium",0.14,277
"medium",0.1,303
"low",0.91,242
"low",0.37,158
"low",0.42,147
"low",0.39,282
"low",0.39,154
"low",0.44,149
"low",0.37,149
"low",0.39,146
"low",0.72,258
"low",0.37,148
"low",0.82,236
"low",0.42,134
"low",0.59,155
"low",0.82,257
"low",0.73,189
"low",0.78,164
"low",0.09,271
"low",0.1,280
"low",0.45,149
"low",0.83,219
"low",0.43,128
"medium",0.4,128
"medium",0.43,157
"medium",0.78,225
"medium",0.39,140
"medium",0.11,310
"medium",0.36,143
"medium",0.36,153
"medium",0.1,310
"medium",0.4,136
"medium",0.81,251
"medium",0.4,144
"medium",0.09,296
"high",0.76,238
"low",0.73,162
"medium",0.38,137
"medium",0.72,257
"medium",0.4,148
"medium",0.91,254
"low",0.85,247
"low",0.9,206
"low",0.46,145
"low",0.43,159
"low",0.89,228
"low",0.09,257
"low",0.4,155
"low",0.76,293
"low",0.4,151
"low",0.37,160
"low",0.37,143
"low",0.11,280
"low",0.37,158
"low",0.09,310
"low",0.88,258
"low",0.84,262
"low",0.1,265
"low",0.41,143
"low",0.84,232
"low",0.41,161
"low",0.53,132
"medium",0.42,139
"medium",0.36,131
"medium",0.38,161
"medium",0.36,152
"medium",0.46,138
"medium",0.37,159
"medium",0.42,153
"medium",0.44,156
"medium",0.92,265
"medium",0.1,301
"medium",0.76,220
"medium",0.11,247
"high",0.43,136
"low",0.4,160
"medium",0.11,310
"medium",0.84,240
"medium",0.84,238
"medium",0.51,243
"low",0.66,248
"low",0.42,137
"low",0.38,155
"low",0.15,229
"low",0.38,140
"low",0.43,156
"low",0.37,147
"low",0.11,293
"low",0.41,157
"low",0.84,247
"low",0.4,148
"low",0.58,215
"low",0.82,202
"low",0.45,193
"low",0.78,247
"low",0.49,214
"low",0.36,206
"low",0.54,176
"low",0.99,136
"low",0.5,127
"low",0.74,268
"medium",0.56,258
"medium",0.34,136
"medium",0.48,255
"medium",0.73,218
"medium",0.59,268
"medium",0.81,224
"medium",0.9,231
"medium",0.41,191
"medium",0.89,165
"medium",0.48,252
"medium",0.79,266
"medium",0.98,248
"high",0.75,144
"low",1,174
"medium",0.24,179
"medium",0.84,246
"medium",0.56,201
"medium",0.92,208
"low",0.61,267
"low",0.84,262
"low",0.85,235
"low",0.67,160
"low",0.54,267
"low",0.75,175
"low",0.82,224
"low",0.76,177
"low",0.19,191
"low",0.61,138
"low",0.51,218
"low",0.52,179
"low",0.74,241
"low",0.98,240
"low",0.71,202
"low",0.33,260
"low",0.98,196
"low",0.52,176
"low",0.84,140
"low",0.87,242
"low",0.48,279
"medium",0.58,202
"medium",0.58,228
"medium",0.73,171
"medium",0.68,153
"medium",0.41,165
"medium",0.85,182
"medium",0.54,239
"medium",0.81,231
"medium",0.7,255
"medium",0.63,237
"medium",0.68,251
"medium",0.7,178
"high",0.82,148
"low",0.72,240
"medium",0.77,269
"medium",0.86,147
"medium",0.15,198
"medium",0.81,143
"low",0.93,238
"low",0.62,213
"low",0.53,226
"low",0.86,169
"low",0.92,238
"low",0.97,202
"low",0.39,205
"low",0.45,111
"low",0.41,104
"low",0.51,212
"low",0.74,236
"low",0.69,245
"low",0.84,267
"low",0.69,106
"low",0.93,198
"low",0.33,239
"low",0.25,220
"low",0.63,224
"low",0.81,100
"low",0.12,244
"low",0.52,139
"medium",0.57,152
"medium",0.84,208
"medium",0.6,205
"medium",0.73,194
"medium",0.2,209
"medium",0.58,212
"medium",0.48,151
"medium",0.54,282
"medium",0.86,256
"medium",0.94,185
"medium",0.76,132
"medium",0.61,233
"high",0.56,215
"low",1,220
"medium",0.15,222
"medium",0.19,182
"medium",0.17,258
"medium",0.71,209
"low",0.86,242
"low",0.59,155
"low",0.74,104
"low",0.98,201
"low",0.93,143
"low",1,161
"low",0.59,200
"low",0.98,255
"low",0.35,227
"low",0.42,270
"low",0.61,230
"low",0.78,270
"low",0.93,200
"low",0.5,207
"low",0.67,182
"low",0.75,234
"low",0.79,237
"low",0.84,187
"low",0.72,257
"low",0.57,194
"low",0.73,162
"medium",0.74,148
"medium",0.52,210
"medium",0.56,213
"medium",0.76,189
"medium",0.82,185
"medium",0.76,186
"medium",0.62,128
"medium",0.48,268
"medium",0.64,213
"medium",0.74,142
"medium",0.52,199
"medium",0.67,157
"high",0.71,172
"low",0.72,176
"medium",0.33,183
"medium",0.91,270
"medium",0.88,157
"medium",0.96,185
"low",0.97,167
"low",0.27,226
"low",0.65,223
"low",0.68,257
"low",0.68,143
"low",0.69,215
"low",0.79,194
"low",0.74,193
"low",0.8,163
"low",0.38,252
"low",0.26,168
"low",0.81,231
"low",0.67,141
"low",0.55,260
"low",0.87,132
"low",0.46,159
"low",0.63,177
"low",0.54,248
"low",1,185
"low",0.97,149
"low",0.9,152
"medium",0.75,129
"medium",0.92,208
"medium",0.8,136
"medium",0.57,142
"medium",0.81,225
"medium",0.64,143
"medium",0.71,215
"medium",0.35,229
"medium",0.88,193
"medium",0.13,160
"medium",0.82,195
"medium",0.17,189
"high",0.21,207
"low",0.89,108
"medium",0.2,224
"medium",0.99,180
"medium",0.26,152
"medium",0.22,244
"low",0.79,176
"low",0.73,145
"low",0.83,149
"low",0.42,122
"low",0.18,110
"low",0.92,222
"low",0.87,237
"low",0.72,224
"low",0.64,115
"low",1,180
"low",0.83,162
"low",0.98,136
"low",0.7,260
"low",0.9,150
"low",0.55,248
"low",0.78,233
"low",0.89,272
"low",0.17,197
"low",0.14,164
"low",0.85,216
"low",0.84,266
"medium",0.7,102
"medium",0.16,284
"medium",0.51,145
"medium",0.6,167
"medium",0.5,172
"medium",0.43,198
"medium",0.5,201
"medium",0.91,197
"medium",0.65,270
"medium",0.59,149
"medium",0.89,256
"medium",0.97,162
"high",0.56,163
"low",0.76,266
"medium",0.28,208
"medium",0.75,138
"medium",0.78,232
"medium",0.26,100
"low",0.53,172
"low",0.25,133
"low",0.82,234
"low",0.71,183
"low",0.61,174
"low",0.89,175
"low",0.57,109
"low",0.93,248
"low",0.61,104
"low",0.56,154
"low",0.7,214
"low",0.9,209
"low",0.15,212
"low",0.39,168
"low",0.74,176
"low",0.7,163
"low",0.72,148
"low",0.61,137
"low",0.96,162
"low",0.7,216
"low",0.92,240
"medium",0.72,176
"medium",0.53,192
"medium",0.67,160
"medium",0.78,194
"medium",0.53,239
"medium",0.9,204
"medium",0.16,258
"medium",0.62,257
"medium",0.62,137
"medium",0.22,175
"medium",0.91,183
"medium",0.87,190
"high",0.95,225
"low",0.99,215
"medium",0.99,176
"medium",0.77,153
"medium",0.75,150
"medium",0.83,259
"low",0.61,99
"low",0.91,167
"low",0.47,192
"low",0.77,146
"low",0.55,190
"low",0.32,246
"low",0.96,190
"low",0.72,260
"low",0.8,136
"low",0.61,231
"low",0.97,204
"low",0.63,201
"low",0.92,159
"low",0.94,171
"low",0.79,240
"low",0.75,152
"low",0.78,151
"low",0.96,232
"low",0.65,128
"low",0.18,187
"low",0.94,160
"medium",0.84,259
"medium",0.67,136
"medium",0.71,253
"medium",0.56,260
"medium",0.29,231
"medium",0.47,101
"medium",0.4,174
"medium",0.81,167
"medium",0.96,148
"medium",0.99,139
"medium",0.75,136
"medium",0.75,153
"high",1,161
"low",0.52,163
"medium",0.98,164
"medium",0.6,137
"medium",0.38,137
"medium",0.51,106
"low",0.91,272
"low",0.56,238
"low",0.58,223
"low",0.51,201
"low",0.91,97
"low",0.8,232
"low",0.55,199
"low",0.62,141
"low",0.62,171
"low",0.87,212
"low",0.65,270
"low",0.51,267
"low",0.98,134
"low",0.13,165
"low",0.78,168
"low",0.6,262
"low",0.68,185
"low",0.55,237
"low",0.99,192
"low",0.92,236
"low",1,202
"medium",0.77,171
"medium",0.86,160
"medium",0.89,252
"medium",0.58,206
"medium",0.56,212
"medium",0.38,111
"medium",0.62,240
"medium",0.66,171
"medium",0.3,129
"medium",0.82,271
"medium",0.96,162
"medium",0.66,191
"high",0.79,176
"low",0.97,182
"medium",0.59,226
"medium",0.57,161
"medium",0.64,163
"medium",0.14,173
"low",0.48,228
"low",0.78,139
"low",0.96,128
"low",0.82,115
"low",0.94,191
"low",0.95,183
"low",0.59,173
"low",0.69,174
"low",0.74,213
"low",0.67,192
"low",0.83,167
"low",0.81,263
"low",0.54,100
"low",0.89,164
"low",0.79,172
"low",0.46,171
"low",0.99,236
"low",0.75,186
"low",0.93,175
"low",0.65,227
"low",0.19,142
"medium",0.48,121
"medium",0.95,234
"medium",0.92,185
"medium",0.84,160
"medium",0.37,153
"medium",0.22,199
"medium",0.64,166
"medium",0.72,247
"medium",0.48,245
"medium",0.12,242
"medium",0.78,158
"medium",0.71,163
"high",0.38,99
"low",0.57,164
"medium",0.72,160
"medium",0.6,184
"medium",0.61,266
"medium",0.67,190
"low",0.97,192
"low",0.22,205
"low",0.15,205
"low",0.6,258
"low",0.15,151
"low",0.5,148
"low",0.9,179
"low",0.84,141
"low",0.74,216
"low",0.72,235
"low",0.93,160
"low",0.54,141
"low",0.87,246
"low",0.19,226
"low",0.33,212
"low",0.94,220
"low",0.77,266
"low",0.48,183
"low",0.7,263
"low",0.54,161
"low",0.61,199
"medium",0.97,258
"medium",0.6,209
"medium",0.93,135
"medium",0.48,222
"medium",0.16,192
"medium",0.18,250
"medium",0.84,187
"medium",0.69,217
"medium",0.22,213
"medium",0.83,273
"medium",0.58,132
"medium",0.61,140
"high",0.67,173
"low",0.56,189
"medium",0.74,156
"medium",0.92,238
"medium",0.81,230
"medium",0.48,242
"low",0.73,197
"low",0.97,164
"low",0.15,248
"low",0.69,255
"low",0.61,225
"low",0.86,151
"low",0.55,252
"low",0.9,206
"low",0.65,141
"low",0.81,259
"low",0.65,250
"low",0.47,169
"low",0.93,200
"low",0.77,104
"low",0.87,176
"low",0.87,137
"low",0.65,151
"low",0.21,130
"low",0.75,199
"low",0.72,191
"low",0.88,273
"medium",0.66,205
"medium",0.8,181
"medium",0.22,261
"medium",0.92,192
"medium",0.54,271
"medium",0.91,158
"medium",0.77,231
"medium",0.61,156
"medium",0.48,201
"medium",0.25,187
"medium",0.91,132
"medium",0.72,147
"high",0.77,223
"low",0.41,194
"medium",0.51,234
"medium",0.72,149
"medium",0.47,162
"medium",0.53,238
"low",0.65,149
"low",0.18,170
"low",0.61,250
"low",0.86,167
"low",0.14,166
"low",0.63,205
"low",0.79,250
"low",0.78,142
"low",0.14,217
"low",0.85,139
"low",0.85,139
"low",0.91,152
"low",0.76,224
"low",0.62,180
"low",0.53,216
"low",0.97,133
"low",0.48,271
"low",0.5,148
"low",0.32,99
"low",0.58,196
"low",0.81,196
"medium",0.48,228
"medium",0.96,165
"medium",0.56,235
"medium",0.63,167
"medium",0.21,255
"medium",0.94,184
"medium",0.94,239
"medium",0.96,153
"medium",0.49,187
"medium",0.82,285
"medium",0.6,274
"medium",0.76,156
"high",0.69,265
"low",1,144
"medium",0.62,143
"medium",0.4,214
"medium",0.94,163
"medium",0.76,236
"low",0.58,146
"low",0.85,106
"low",0.45,105
"low",0.13,181
"low",0.24,174
"low",0.64,207
"low",0.63,118
"low",0.61,251
"low",0.71,136
"low",0.9,249
"low",0.17,171
"low",0.93,256
"low",0.83,141
"low",0.58,186
"low",0.76,258
"low",0.5,228
"low",0.22,205
"low",0.9,174
"low",0.7,155
"low",0.73,245
"low",0.84,271
"medium",0.55,184
"medium",0.63,175
"medium",0.51,224
"medium",0.81,177
"medium",0.8,268
"medium",0.99,208
"medium",0.9,219
"medium",0.65,128
"medium",0.75,273
"medium",0.62,218
"medium",0.61,230
"medium",0.24,195
"high",0.71,254
"low",0.49,275
"medium",0.44,162
"medium",0.75,193
"medium",0.74,239
"medium",0.62,149
"low",0.51,155
"low",0.61,271
"low",0.56,163
"low",0.79,160
"low",0.68,274
"low",0.9,199
"low",0.83,241
"low",0.94,187
"low",0.21,223
"low",0.58,268
"low",0.52,169
"low",0.18,285
"low",0.94,254
"low",0.69,208
"low",0.65,218
"low",0.46,187
"low",0.72,256
"low",0.3,278
"low",0.51,204
"low",0.43,108
"low",0.56,226
"medium",0.63,246
"medium",0.61,260
"medium",0.53,248
"medium",0.87,132
"medium",0.68,185
"medium",0.78,269
"medium",0.49,156
"medium",0.96,212
"medium",0.83,221
"medium",0.48,273
"medium",0.63,271
"medium",0.87,183
"high",0.21,271
"low",0.79,165
"medium",0.8,257
"medium",0.78,143
"medium",0.67,156
"medium",0.67,190
"low",0.26,242
"low",0.89,267
"low",0.7,152
"low",0.51,136
"low",0.53,157
"low",0.76,281
"low",0.86,208
"low",0.63,152
"low",0.58,271
"low",0.58,163
"low",0.9,136
"low",0.79,233
"low",0.8,221
"low",0.53,189
"low",0.52,226
"low",0.82,201
"low",0.68,133
"low",0.21,173
"low",0.81,152
"low",0.57,256
"low",0.99,119
"medium",0.9,207
"medium",0.76,189
"medium",0.56,172
"medium",0.5,150
"medium",0.48,179
"medium",0.99,257
"medium",0.76,229
"medium",0.93,227
"medium",0.99,140
"medium",0.85,251
"medium",0.63,137
"medium",0.63,153
"high",0.5,242
"low",0.52,150
"medium",0.63,247
"medium",0.78,212
"medium",0.98,234
"medium",0.14,174
"low",0.7,225
"low",0.88,224
"low",0.72,270
"low",0.88,139
"low",0.71,248
"low",0.6,172
"low",0.88,224
"low",0.55,232
"low",0.85,260
"low",0.84,117
"low",0.91,243
"low",0.82,202
"low",0.6,168
"low",0.89,194
"low",0.6,219
"low",0.64,207
"low",0.93,177
"low",0.81,239
"low",0.31,165
"low",0.68,225
"low",0.78,212
"medium",0.44,159
"medium",0.64,233
"medium",0.81,108
"medium",0.5,214
"medium",0.69,229
"medium",0.77,223
"medium",0.69,178
"medium",0.87,246
"medium",0.85,145
"medium",0.83,224
"medium",0.68,259
"medium",0.78,207
"high",0.78,253
"low",0.93,196
"medium",0.54,240
"medium",0.76,255
"medium",0.4,139
"medium",0.73,168
"low",0.86,233
"low",0.38,211
"low",0.71,114
"low",0.58,202
"low",0.67,177
"low",0.55,233
"low",0.76,111
"low",0.7,178
"low",0.66,204
"low",0.96,272
"low",0.6,157
"low",0.54,229
"low",0.85,202
"low",0.96,264
"low",0.86,256
"low",0.53,151
"low",0.91,251
"low",0.33,271
"low",0.75,274
"low",0.97,169
"low",0.68,176
"medium",0.68,168
"medium",0.57,171
"medium",0.87,214
"medium",0.5,224
"medium",0.76,191
"medium",0.79,96
"medium",0.17,217
"medium",0.6,135
"medium",0.89,226
"medium",0.69,202
"medium",0.68,180
"medium",0.61,174
"high",0.63,140
"low",0.5,147
"medium",0.49,263
"medium",0.83,261
"medium",0.59,176
"medium",0.75,98
"low",0.66,192
"low",0.68,157
"low",0.73,230
"low",0.98,192
"low",0.86,161
"low",0.5,176
"low",0.76,216
"low",0.3,176
"low",0.3,276
"low",0.64,174
"low",0.59,106
"low",0.85,154
"low",0.76,271
"low",0.63,246
"low",0.65,264
"low",0.43,197
"low",0.83,165
"low",0.49,218
"low",0.67,203
"low",0.9,107
"low",0.83,179
"medium",0.92,264
"medium",0.83,154
"medium",0.64,167
"medium",0.93,158
"medium",0.6,227
"medium",0.74,230
"medium",0.56,143
"medium",0.61,142
"medium",0.63,184
"medium",0.24,169
"medium",0.17,218
"medium",0.46,121
"high",0.68,251
"low",0.68,192
"medium",0.16,227
"medium",0.15,140
"medium",0.55,152
"medium",0.72,202
"low",0.91,219
"low",0.3,248
"low",0.56,203
"low",0.94,255
"low",0.82,177
"low",0.66,185
"low",0.74,101
"low",0.63,246
"low",0.65,220
"low",0.56,145
"low",0.32,194
"low",0.8,241
"low",0.34,175
"low",0.62,149
"low",0.5,253
"low",0.58,218
"low",0.94,263
"low",0.67,247
"low",0.2,148
"low",0.91,162
"low",0.91,255
"medium",0.78,191
"medium",0.82,217
"medium",0.54,201
"medium",0.53,253
"medium",0.47,122
"medium",0.87,269
"medium",0.5,161
"medium",0.59,156
"medium",0.89,173
"medium",0.54,152
"medium",0.62,145
"medium",0.91,248
"high",0.84,184
"low",0.69,232
"medium",0.76,162
"medium",0.8,269
"medium",0.4,108
"medium",0.8,248
"low",0.76,122
"low",0.55,273
"low",0.98,285
"low",0.54,227
"low",0.63,248
"low",0.88,257
"low",0.5,194
"low",0.52,253
"low",0.89,141
"low",0.55,199
"low",0.51,143
"low",0.35,244
"low",0.54,173
"low",0.72,186
"low",0.61,247
"low",0.17,218
"low",0.71,140
"low",0.88,166
"low",0.48,216
"low",0.16,235
"low",0.62,188
"medium",0.59,143
"medium",0.14,198
"medium",0.96,148
"medium",0.96,101
"medium",0.13,249
"medium",0.64,249
"medium",0.64,198
"medium",0.57,202
"medium",0.49,176
"medium",0.89,133
"medium",0.94,238
"medium",0.51,181
"high",0.8,242
