ID,sym_1,sym_2,sym_3,sym_4,sym_5,anger_1,anger_2,anger_3,anger_4,anger_5,SSOE_1,SSOE_2,SSOE_3,SSOE_4,SSOE_5,SSOE_6,WPSS_1,WPSS_2,WPSS_3,WPSS_4,WPSS_5,WPSS_6,GWPH_1,GWPH_2,GWPH_3,GWPH_4,GWPH_5,stability,onset,effort
886,6,7,6,6,6,1,1,1,1,1,6,4,6,6,6,1,100,100,100,100,100,100,99,99,100,100,100,1,0,0
887,6,4,6,5,6,4,3,3,3,4,6,4,6,6,4,3,78,80,92,73,92,80,77,77,60,64,66,0,0,1
888,6,7,6,5,6,1,1,1,1,1,4,5,4,4,4,4,100,96,95,92,93,93,81,81,95,82,82,1,0,1
889,7,7,7,7,7,1,1,1,1,1,6,5,6,7,6,5,100,100,100,100,100,100,100,100,96,100,100,1,1,0
890,7,4,7,7,7,1,2,1,1,1,6,5,6,6,7,6,100,100,100,100,100,100,100,100,100,100,100,1,1,1
891,5,7,7,5,5,1,2,1,1,1,5,5,5,5,5,3,100,100,100,100,100,100,100,100,81,100,100,0,0,0
892,7,7,7,7,7,1,1,1,1,1,5,4,7,7,4,4,100,100,100,100,100,100,100,100,60,100,100,0,1,1
893,5,4,5,5,5,5,4,4,3,6,3,5,5,5,5,4,70,79,90,85,91,75,81,84,96,86,91,0,0,0
894,5,5,5,5,5,4,4,3,3,5,4,5,5,6,5,4,71,70,77,83,90,90,89,88,83,100,84,0,1,0
895,6,5,6,6,6,1,1,1,1,1,5,1,5,6,5,5,93,91,94,94,92,94,100,95,92,91,91,1,1,0
896,6,6,6,6,6,3,4,3,2,6,5,6,6,6,4,5,100,70,78,100,100,96,100,100,100,100,100,0,1,0
897,6,6,6,6,6,2,1,2,1,1,5,5,5,5,5,5,88,91,90,58,87,74,83,81,74,68,80,1,1,1
898,5,5,5,5,5,3,3,3,3,3,6,6,6,6,6,6,92,92,91,91,91,91,99,99,40,86,88,1,1,0
899,6,5,5,6,4,5,5,4,3,5,6,5,6,6,5,6,100,94,95,84,90,93,93,98,72,78,84,1,1,0
900,7,7,7,7,7,2,2,2,2,5,5,4,5,5,5,4,100,100,100,100,100,100,100,100,100,100,100,0,0,1
901,6,7,6,7,7,2,5,2,3,5,4,5,5,5,4,4,100,100,100,100,100,100,91,91,100,98,97,1,1,0
902,7,7,7,7,6,1,1,1,1,1,6,5,6,7,6,5,100,100,100,100,100,100,100,100,100,100,100,1,0,1
903,6,6,6,6,6,1,2,2,1,2,6,6,6,6,6,6,100,100,100,100,100,100,100,100,100,100,100,1,1,0
904,6,6,6,6,5,5,5,5,1,5,4,4,4,6,5,5,100,100,100,100,100,100,100,100,90,80,91,1,0,1
905,6,5,6,5,5,1,2,1,1,2,6,5,6,5,3,3,95,94,100,90,98,96,100,100,71,100,100,0,1,1
906,7,7,7,7,7,1,1,1,3,5,5,2,6,6,6,4,100,100,100,100,100,100,100,100,50,99,100,0,1,1
907,7,7,7,7,7,2,1,2,1,4,6,5,6,7,7,7,99,100,99,100,98,100,100,99,99,99,98,1,0,0
908,6,5,5,4,4,2,5,2,3,6,4,1,4,5,5,3,91,100,100,100,100,100,91,86,70,100,91,1,0,0
909,7,7,7,7,6,1,1,1,1,1,5,5,5,5,4,4,100,100,100,100,100,100,100,100,100,100,100,0,1,0
910,7,7,7,7,7,1,4,2,2,4,7,7,7,5,3,6,100,100,100,100,100,100,100,100,73,100,100,0,1,1
911,7,7,7,7,7,1,1,1,2,2,6,4,6,7,7,7,100,100,100,100,100,100,97,97,100,100,100,0,0,1
912,7,5,7,7,7,1,2,1,1,3,3,1,5,5,5,5,100,100,100,100,100,100,100,100,100,100,100,1,0,0
913,5,7,6,6,4,4,3,4,1,3,4,3,4,6,4,4,97,100,100,90,80,87,80,84,74,60,71,1,1,0
914,7,6,7,6,6,2,2,2,1,2,6,6,6,7,7,7,100,100,94,96,100,100,98,98,99,100,100,0,0,0
915,5,6,5,6,5,4,4,4,2,4,3,3,3,4,6,5,100,100,100,100,100,100,100,100,100,100,100,1,0,1
916,6,6,6,5,6,4,4,4,4,5,5,5,5,5,5,5,90,100,100,80,90,100,100,95,100,100,95,0,0,0
917,5,6,5,4,4,2,4,3,4,5,5,6,5,4,4,3,72,72,59,100,66,100,61,61,71,57,86,0,0,1
918,5,5,5,4,4,5,4,5,2,5,5,5,5,5,4,4,89,89,88,42,88,87,89,66,39,84,72,1,0,1
919,7,7,7,7,7,1,1,1,1,1,5,2,5,6,6,6,100,100,100,100,100,100,100,100,100,100,100,0,1,0
920,7,7,7,7,7,1,1,1,1,1,7,1,7,7,7,1,100,100,100,100,100,100,100,100,100,100,100,0,1,0
921,7,7,7,7,7,1,1,1,1,1,7,1,7,7,7,1,100,100,100,100,100,100,100,100,100,100,100,0,0,0
922,7,7,7,7,7,1,1,1,1,1,5,5,5,5,5,5,100,100,100,100,100,100,100,100,100,100,100,1,1,0
923,7,7,7,7,7,1,1,1,1,1,7,1,7,7,7,1,100,100,100,100,100,100,100,100,100,100,100,1,0,0
924,7,7,7,7,7,1,1,1,1,1,7,1,7,7,7,1,100,100,100,100,100,100,100,100,100,100,100,1,0,0
925,7,7,7,7,7,1,1,2,1,2,5,4,5,5,3,5,100,100,100,100,100,100,100,100,100,100,100,0,0,0
926,5,5,6,6,5,4,3,4,3,4,4,4,4,5,5,4,81,81,80,79,79,81,87,87,89,87,93,1,1,1
927,7,7,7,7,7,1,2,1,1,1,5,4,6,5,5,3,100,100,100,100,100,100,100,100,100,100,100,0,0,0
928,6,6,6,5,5,2,3,2,2,2,6,6,6,6,6,6,100,100,100,100,100,100,100,100,90,100,100,0,0,0
929,7,7,7,7,7,2,2,2,1,5,7,7,7,5,7,4,100,100,100,91,100,100,100,100,91,100,90,1,0,1
930,6,5,4,6,2,3,7,3,3,4,5,5,6,6,3,5,93,95,100,100,92,90,100,97,95,77,97,0,1,1
931,7,7,6,7,6,1,1,1,1,1,5,4,5,5,5,4,100,100,100,100,100,100,100,100,100,100,100,1,1,0
932,5,4,5,4,5,4,7,4,2,6,5,3,5,5,2,3,60,100,100,100,100,90,91,70,81,100,100,0,0,1
933,7,7,7,7,7,1,1,1,1,1,6,2,6,6,6,5,98,98,99,99,99,97,100,100,100,100,100,1,0,0
934,6,2,6,6,6,1,4,1,1,1,5,5,5,5,5,4,87,90,90,90,86,90,91,90,93,92,89,0,0,0
935,5,5,5,4,4,3,5,3,2,4,4,3,4,4,3,3,80,81,80,80,84,85,79,59,59,72,72,1,0,0
936,7,7,7,7,7,1,1,1,1,1,6,5,6,6,4,5,100,100,100,100,100,100,100,100,70,100,100,1,1,0
937,7,7,7,7,7,1,1,1,1,1,6,5,7,6,4,4,100,100,100,100,100,100,100,100,100,100,100,0,0,0
938,4,5,5,6,3,3,2,2,2,4,5,4,5,5,5,4,81,71,70,79,87,83,74,70,72,77,74,1,0,1
939,7,7,7,7,7,1,7,1,1,1,7,4,4,4,4,4,100,100,100,100,100,100,100,100,100,100,100,1,0,1
940,6,5,5,5,6,2,5,3,1,4,5,2,3,6,4,3,99,99,99,100,100,100,100,100,100,100,100,0,0,1
941,7,7,7,7,7,1,1,1,1,1,5,4,5,6,5,4,100,100,100,100,100,100,100,100,91,100,91,0,1,0
942,7,7,7,7,7,1,1,1,1,1,6,4,4,5,5,5,100,100,100,100,100,100,100,100,82,100,100,0,0,1
943,6,6,6,5,6,5,4,4,2,5,5,4,6,6,5,5,100,100,100,91,96,100,90,87,81,83,90,0,1,0
944,7,7,7,7,6,3,3,2,1,3,7,6,7,7,4,7,100,100,100,100,100,100,100,100,100,100,100,0,1,0
945,7,6,6,5,4,3,4,5,4,5,6,7,5,6,6,5,98,91,100,91,94,97,90,97,81,91,94,1,0,1
946,7,7,7,6,7,1,1,1,1,3,7,2,7,7,7,7,100,100,100,100,100,100,100,100,100,100,100,1,1,0
947,7,7,7,7,7,1,1,1,1,1,7,4,7,7,4,4,100,100,100,100,100,100,95,94,94,94,100,0,1,0
948,7,6,7,7,7,1,7,1,1,6,7,2,7,7,4,4,100,100,100,81,100,100,100,100,91,100,100,1,0,0
949,6,6,6,6,6,2,2,2,1,2,6,6,6,7,6,6,100,100,100,100,100,100,91,100,100,100,100,1,0,1
950,4,6,5,7,6,3,4,3,6,5,2,6,7,5,6,5,81,99,82,82,80,91,80,70,67,80,90,0,1,0
951,5,5,5,5,5,2,2,3,2,4,5,5,5,5,5,5,71,70,80,81,80,79,80,80,80,79,80,0,1,0
952,6,5,7,6,6,2,2,2,1,2,5,3,5,5,3,4,79,90,97,55,95,73,75,67,60,86,82,0,1,0
953,7,6,7,7,7,2,2,2,1,2,5,4,3,5,3,5,100,100,100,100,100,100,100,100,100,100,100,0,1,1
954,4,4,5,4,4,4,3,4,2,5,3,3,3,4,4,3,85,90,90,86,80,83,78,78,69,76,78,0,0,0
955,7,7,7,5,7,1,1,1,1,1,4,4,5,5,5,4,100,100,100,100,100,100,100,100,89,100,100,1,0,0
956,6,6,6,6,6,1,1,1,1,1,4,4,4,5,4,4,91,91,90,91,91,91,91,91,91,91,91,0,0,0
957,7,7,7,7,6,1,5,1,1,1,7,7,7,7,4,6,100,100,100,100,100,100,100,100,100,100,100,0,1,0
958,7,7,7,7,6,1,1,1,1,1,6,6,6,7,4,5,100,100,100,100,100,100,100,100,95,100,100,0,0,0
959,6,6,6,6,5,5,5,5,1,5,5,5,5,5,5,6,95,96,100,92,100,100,100,98,97,97,97,0,0,1
960,6,7,7,6,4,2,2,2,2,3,3,3,5,5,4,5,91,100,100,90,100,100,100,60,59,100,80,0,1,0
961,6,7,4,6,5,1,2,1,1,2,5,6,5,6,6,6,89,87,90,83,90,91,79,81,89,89,87,0,0,0
962,7,7,7,7,7,1,1,2,1,2,7,4,7,7,7,4,100,100,100,100,100,100,100,100,100,100,100,0,1,0
963,7,7,7,7,7,1,1,2,1,2,6,6,6,6,6,6,100,100,100,100,100,100,100,100,100,100,100,0,0,0
964,7,7,7,7,7,2,1,1,1,2,6,6,6,6,6,6,100,100,100,100,100,100,100,100,100,100,100,1,0,0
965,7,7,7,7,7,2,4,1,1,4,6,5,6,6,7,6,100,100,100,100,100,100,100,100,100,100,100,1,0,0
966,7,7,7,7,7,3,3,2,1,3,6,6,6,6,6,6,100,100,100,100,100,100,100,100,100,100,100,0,1,1
967,7,7,7,7,7,3,2,3,2,2,6,6,6,6,6,6,100,100,100,97,100,100,100,100,100,100,100,0,0,0
968,7,6,7,7,7,1,1,1,1,1,5,5,5,5,4,4,100,100,100,100,100,100,100,95,93,100,100,0,0,0
969,7,7,7,7,7,1,1,1,1,1,6,5,6,6,5,4,100,100,100,100,100,100,100,100,81,100,100,0,0,0
970,5,5,5,5,4,4,2,2,2,3,6,6,6,6,5,5,91,81,100,71,89,90,92,79,70,86,97,0,0,0
971,6,6,6,6,6,1,1,2,1,2,7,3,7,7,6,5,100,91,100,100,100,100,100,91,96,100,100,0,1,1
972,7,7,7,7,7,1,1,1,1,1,5,3,5,7,7,4,100,100,100,100,100,100,100,100,82,100,100,0,1,0
973,6,6,6,6,6,1,4,2,1,2,5,5,5,6,4,5,86,80,88,66,93,59,70,90,71,75,89,0,0,0
974,5,7,6,5,7,1,1,2,1,3,5,4,5,5,3,3,91,94,93,97,99,97,100,100,98,100,100,0,0,0
975,7,6,7,7,7,1,4,2,1,3,6,6,6,7,7,6,91,97,100,100,100,100,100,100,100,100,100,1,1,0
976,7,6,7,7,7,1,1,2,1,2,6,2,6,5,4,2,100,98,100,98,100,100,100,100,82,100,100,0,1,0
977,7,7,7,7,6,3,3,3,3,3,4,5,5,7,6,6,91,100,100,100,81,100,90,91,91,92,81,1,0,1
978,7,7,7,7,4,1,1,1,1,1,7,4,7,7,4,3,100,100,100,100,100,100,100,100,93,100,100,0,0,0
979,3,5,6,6,5,5,2,2,4,6,5,5,6,6,5,6,76,70,81,91,76,81,80,81,74,90,81,1,0,1
980,6,7,7,6,4,2,1,4,2,4,4,4,5,4,3,4,100,100,100,100,100,100,91,81,50,100,100,1,0,0
981,7,6,7,7,7,1,1,1,1,1,6,1,6,6,6,5,91,91,91,100,91,80,91,90,60,91,100,0,0,0
982,5,5,5,5,5,3,3,3,2,3,6,6,6,6,6,6,90,91,91,91,91,90,90,80,92,91,91,0,0,1
983,7,7,7,7,7,1,1,2,1,6,5,3,5,4,4,5,100,100,100,91,100,90,95,98,90,91,91,0,0,0
984,4,6,7,6,3,2,1,2,2,3,6,6,6,5,4,5,77,95,88,83,84,84,80,76,72,76,77,1,1,0
985,6,6,7,6,7,3,1,2,2,3,6,7,7,7,6,6,91,87,100,100,100,100,100,100,94,100,100,1,1,0
986,5,5,7,6,6,2,2,2,1,2,7,5,6,6,6,6,90,100,91,100,100,90,100,100,90,100,100,1,1,0
987,7,7,7,7,6,1,1,1,1,2,6,5,6,6,4,4,90,98,100,70,98,93,88,88,76,86,84,0,0,0
988,7,7,7,7,7,1,7,1,1,3,5,5,5,5,6,6,100,100,100,100,100,100,100,91,81,100,100,1,1,1
989,5,5,6,5,4,2,4,3,1,2,5,5,5,6,6,6,79,90,89,74,93,95,87,87,88,94,96,0,1,1
990,7,7,7,7,7,1,1,1,1,2,6,3,6,6,4,5,100,100,100,100,100,100,100,100,100,100,100,0,0,0
991,6,6,6,6,6,4,5,3,2,4,6,5,6,6,6,6,100,100,100,100,100,100,100,100,100,100,100,1,0,0
992,7,6,6,6,5,1,1,1,1,1,6,4,5,5,6,5,90,95,100,90,100,100,100,92,81,100,100,0,0,1
993,7,7,7,5,4,1,4,1,1,1,6,6,6,6,5,6,100,100,100,100,100,100,100,100,96,100,100,0,1,0
994,7,6,7,7,7,1,1,1,1,2,5,5,5,7,7,6,100,100,96,99,98,98,100,100,100,100,100,0,0,0
995,6,6,6,6,5,2,2,2,1,3,4,3,5,5,3,4,100,100,100,100,100,100,100,100,100,100,100,0,0,1
996,5,5,5,5,5,3,4,4,3,4,6,6,6,6,6,6,90,80,80,90,91,80,81,80,80,81,91,1,0,1
997,7,6,6,6,5,1,2,2,1,1,7,6,6,6,4,3,100,100,100,100,100,100,100,100,100,100,100,0,1,1
998,7,5,7,7,7,1,1,1,1,2,7,4,7,7,5,5,100,100,100,91,100,100,100,100,100,100,100,0,1,0
999,7,7,7,7,7,1,1,1,1,2,7,3,6,7,5,5,100,100,100,100,100,100,100,100,100,100,100,0,0,0
1000,6,7,6,6,5,1,1,1,1,1,6,2,6,5,6,3,90,91,90,90,91,90,90,91,50,90,90,1,1,0
1001,5,7,6,6,7,1,1,1,1,1,6,3,6,6,5,7,95,88,95,95,81,87,85,91,94,94,91,1,1,0
1002,7,7,7,7,7,1,2,2,1,1,6,6,6,6,6,5,100,100,100,100,100,100,100,100,100,100,100,0,0,0
1003,6,6,6,6,5,1,2,2,1,2,5,5,5,6,5,5,100,100,100,100,100,100,100,100,100,100,100,0,0,1
1004,5,5,6,5,4,2,3,2,2,3,5,6,6,5,6,6,80,90,91,90,100,100,97,89,81,90,96,0,1,1
1005,5,5,5,5,3,2,4,3,1,3,5,4,4,5,4,5,81,88,90,80,90,90,90,90,81,90,91,0,0,0
1006,7,7,6,6,6,1,1,1,1,1,6,4,5,4,6,7,92,90,100,100,97,95,100,100,90,100,100,1,1,1
1007,7,6,7,6,6,2,5,2,1,4,7,6,7,6,6,6,100,98,98,100,100,99,100,100,98,100,100,0,1,1
1008,6,5,6,6,6,3,5,5,2,5,5,3,6,6,7,5,100,100,100,100,100,100,100,100,81,100,100,1,0,0
1009,5,5,6,6,5,3,2,3,1,3,4,4,5,5,4,4,100,100,100,100,100,100,100,100,100,100,100,1,1,0
1010,5,5,5,5,4,2,3,3,2,5,6,6,6,6,6,3,91,92,92,91,100,100,91,91,90,91,91,1,1,1
1011,7,7,7,7,7,1,5,2,1,2,5,4,5,6,5,5,100,100,100,100,100,100,90,100,90,90,90,1,0,0
1012,7,7,7,7,5,1,1,1,1,1,6,5,5,6,4,5,100,100,100,93,100,98,100,86,85,81,100,1,1,0
1013,7,6,7,7,7,1,1,2,1,2,6,6,6,5,7,6,100,100,100,100,100,100,90,91,100,100,100,1,0,1
1014,6,7,7,6,6,1,1,2,1,2,7,7,7,7,4,4,100,100,100,100,100,100,100,100,85,100,100,0,0,0
1015,7,7,6,7,7,1,1,1,1,1,6,4,6,5,6,5,96,94,97,92,92,94,92,88,92,86,85,0,1,0
1016,7,7,7,7,6,1,1,1,1,1,7,3,7,7,4,2,100,100,100,100,100,100,100,100,81,100,99,0,0,1
1017,6,6,6,6,6,1,1,3,1,2,6,5,5,6,6,6,100,100,100,100,100,100,100,100,100,100,100,0,0,1
1018,7,6,7,7,7,1,1,1,1,1,5,5,5,6,3,5,100,100,100,91,100,100,100,100,86,100,100,0,1,0
1019,6,7,6,3,6,2,3,1,2,3,5,3,5,5,3,4,100,100,100,100,100,100,100,100,100,100,100,0,0,0
1020,5,5,5,5,5,3,3,4,4,4,6,6,6,6,6,6,90,90,90,90,90,89,90,90,80,90,91,1,1,1
1021,7,7,7,7,6,1,1,1,1,1,6,4,6,5,4,4,100,100,100,90,100,100,91,100,91,100,100,1,0,0
1022,7,7,7,6,7,3,1,2,1,3,5,5,6,7,7,7,100,100,100,100,100,100,100,100,100,100,100,0,0,1
1023,7,7,7,7,7,1,1,3,1,2,5,4,5,6,4,5,100,100,100,90,100,100,100,100,100,100,100,1,0,1
1024,6,7,7,7,7,1,7,1,4,1,5,2,4,5,5,6,91,100,100,100,100,100,100,100,81,100,90,1,1,0
1025,6,5,5,6,5,4,5,4,1,6,5,5,5,6,1,3,90,91,98,46,95,58,92,71,71,81,88,1,1,1
1026,6,7,6,6,5,1,4,1,1,2,6,5,6,6,6,6,100,100,100,100,100,100,100,100,100,100,100,1,1,0
1027,7,6,7,7,7,2,5,2,1,3,4,3,5,6,5,4,100,100,100,100,100,100,100,100,91,100,100,0,1,0
1028,7,7,7,7,7,1,1,3,1,2,6,6,6,6,6,5,100,100,100,100,100,100,100,100,90,100,100,0,0,1
1029,6,5,5,5,4,4,4,4,4,4,5,5,6,5,6,6,96,93,92,90,98,96,80,81,90,90,87,1,1,1
1030,7,7,7,7,7,1,4,2,1,1,6,6,6,7,4,6,100,100,100,100,100,100,100,100,100,100,100,1,1,0
1031,7,6,7,7,7,1,1,1,1,3,5,3,5,6,4,4,100,100,100,100,100,100,100,100,90,100,100,1,0,1
1032,7,6,7,6,5,1,2,1,1,1,6,6,6,6,3,3,100,99,100,100,100,100,100,100,91,100,100,0,0,0
1033,7,7,7,7,7,2,3,2,2,3,6,4,5,5,5,6,100,97,100,81,100,100,92,98,90,89,85,1,0,1
1034,7,7,7,7,7,1,1,1,1,2,5,5,5,5,5,5,97,96,98,98,98,97,91,95,93,94,94,1,1,0
1035,7,7,7,7,7,1,1,7,1,1,4,5,5,7,7,6,100,100,100,100,100,100,100,100,100,100,100,0,1,0
1036,5,4,5,5,4,2,3,3,3,3,5,5,5,5,5,4,65,85,90,62,96,86,70,71,80,91,64,0,1,0
1037,5,5,5,6,5,3,3,3,4,4,4,4,3,3,3,3,71,70,87,77,93,79,70,80,78,79,79,1,1,0
1038,7,7,6,7,7,2,3,2,2,5,6,6,6,6,5,5,100,100,100,100,100,100,100,96,91,100,100,0,0,1
1039,7,7,7,6,6,1,1,2,1,1,4,1,5,7,7,6,100,100,100,100,100,100,100,100,100,100,100,0,0,0
1040,7,7,7,7,7,1,7,1,1,1,1,1,7,7,7,7,98,100,100,100,100,98,100,99,100,100,100,1,0,0
1041,5,5,7,2,6,1,7,2,1,5,2,1,6,7,4,6,100,100,100,100,100,100,100,91,100,81,80,1,1,0
1042,6,6,6,6,6,1,1,2,1,2,5,4,6,7,5,4,100,100,100,100,100,100,100,100,90,100,100,1,0,0
1043,6,7,7,7,5,2,6,3,2,5,5,3,6,6,3,5,100,100,100,78,100,100,100,100,66,99,100,1,1,0
1044,6,6,6,6,5,1,2,2,2,3,4,3,4,4,5,3,100,100,100,100,100,100,100,94,88,97,100,1,0,0
1045,6,6,6,7,7,2,3,2,1,3,6,6,6,7,6,7,100,100,100,90,100,100,100,81,91,100,100,0,1,1
1046,7,7,7,7,7,1,4,1,1,4,7,1,7,7,7,4,100,100,100,100,100,100,100,100,100,100,100,0,0,0
1047,7,7,7,7,6,1,7,1,1,1,2,2,7,7,7,1,100,100,100,100,100,100,100,100,70,100,100,1,0,0
1048,7,7,7,7,7,2,2,2,1,3,4,5,5,7,7,6,100,100,100,100,100,100,100,100,100,100,100,0,1,0
1049,7,7,7,7,7,1,1,3,1,3,5,5,6,7,7,4,100,100,100,100,100,100,100,100,100,100,100,0,1,1
1050,7,7,7,7,7,1,7,1,1,1,5,5,5,6,6,6,91,100,100,100,100,100,100,100,100,100,100,0,1,0
1051,5,5,5,4,4,5,4,4,3,5,5,5,5,5,4,4,80,80,91,79,80,80,91,92,70,81,86,1,0,0
1052,7,7,7,7,7,1,3,1,1,3,5,5,5,5,5,5,100,100,100,100,100,100,100,100,100,100,100,1,0,1
1053,6,5,5,5,4,4,3,4,3,4,5,5,5,5,3,4,74,75,82,78,62,90,56,79,95,83,85,0,1,0
1054,7,6,4,6,5,1,3,3,1,3,5,5,5,6,6,5,100,100,100,100,100,100,100,100,100,100,100,0,1,0
1055,6,6,6,6,6,2,2,1,1,2,7,2,7,6,6,4,100,100,100,100,100,100,100,100,100,100,100,0,0,0
1056,6,6,6,6,6,1,1,3,1,2,6,4,4,6,6,6,100,100,100,100,100,100,100,100,100,100,100,1,0,0
1057,7,7,7,7,6,3,1,3,1,3,6,6,6,6,6,6,100,100,100,100,100,100,100,100,80,100,100,0,1,1
1058,7,6,7,6,7,2,2,2,1,3,5,2,6,7,7,5,100,100,100,100,100,100,94,100,49,100,100,1,0,0
1059,7,7,6,7,7,1,1,1,1,2,5,4,5,5,5,6,100,100,100,100,100,100,100,100,83,95,100,1,1,0
1060,7,7,7,6,6,2,7,3,1,3,4,1,6,6,7,4,100,100,100,60,100,100,91,91,60,100,100,1,0,0
1061,4,6,5,7,6,3,3,3,2,5,5,4,5,5,3,3,100,100,100,100,100,99,100,100,100,100,100,0,1,0
1062,7,7,7,7,7,1,5,1,1,1,5,5,5,7,6,5,100,100,100,100,100,100,100,100,100,100,100,1,1,0
1063,7,7,7,7,4,1,1,1,3,5,5,4,5,6,5,7,100,76,93,100,80,100,100,100,100,100,100,1,0,1
1064,7,7,7,7,7,1,5,1,1,1,5,5,5,6,6,4,100,100,100,100,100,100,100,100,100,100,100,0,0,1
1065,6,6,6,6,7,3,5,2,1,3,5,6,6,7,7,6,100,100,100,100,100,100,100,91,100,100,100,1,1,1
1066,7,6,7,7,5,2,3,2,1,2,7,5,7,7,5,6,100,100,100,100,100,100,100,100,91,100,100,1,1,0
1067,7,7,7,7,7,1,1,2,1,3,5,4,6,6,6,6,100,100,100,100,100,100,100,100,90,100,100,0,1,0
1068,7,7,7,7,6,1,2,1,1,2,5,5,5,5,4,5,100,100,100,100,100,100,100,100,96,100,100,0,0,1
1069,4,6,6,5,6,3,2,4,1,4,4,4,4,6,5,4,90,96,99,86,95,85,70,68,73,80,85,0,0,1
1070,7,6,7,7,7,2,3,2,1,4,6,6,6,7,5,5,100,100,100,100,100,100,100,100,100,100,100,0,1,0
1071,5,5,5,5,4,4,5,6,2,4,4,4,4,5,5,5,91,70,81,75,81,80,91,81,70,81,81,0,1,0
1072,5,6,6,6,5,2,2,2,1,1,4,4,4,6,2,4,95,94,95,94,93,94,94,94,92,91,92,0,1,0
1073,7,5,7,7,7,3,3,4,1,4,5,5,5,5,5,5,100,100,100,100,100,100,100,100,100,100,100,0,0,0
1074,7,7,7,7,7,1,1,7,1,1,5,5,5,6,6,6,100,100,100,93,100,99,100,100,89,98,100,0,0,0
1075,7,7,7,7,7,2,2,2,1,3,5,5,6,6,5,5,100,100,100,100,100,100,100,100,95,100,100,1,0,1
1076,6,7,7,7,4,3,6,4,3,3,6,5,6,5,4,5,100,91,100,81,100,91,91,91,80,92,90,1,1,0
1077,6,7,6,6,4,1,4,1,1,4,6,6,6,6,4,6,100,100,100,100,100,100,100,100,100,100,100,0,1,0
1078,7,6,5,5,6,4,3,4,3,4,4,3,4,5,2,3,100,100,100,80,86,86,100,90,70,90,90,0,1,1
1079,4,4,6,4,4,3,3,3,2,4,4,4,5,5,5,4,80,80,100,75,99,75,100,75,66,76,76,1,1,0
1080,7,7,7,7,7,2,2,2,1,2,5,4,6,5,5,6,100,100,100,100,100,100,95,100,95,100,100,0,0,1
1081,6,7,7,7,5,2,3,3,1,5,4,3,5,5,5,4,100,100,100,100,100,100,100,100,100,100,100,1,1,1
1082,7,7,6,6,6,1,1,1,1,4,6,3,6,6,2,4,100,100,100,100,100,100,100,100,100,100,100,0,1,0
1083,6,6,6,6,5,1,1,1,1,2,5,4,5,4,4,4,90,89,88,98,93,90,82,81,84,89,96,0,0,1
1084,6,6,6,6,6,2,3,3,2,3,6,6,6,6,6,6,100,100,100,100,100,100,100,100,100,100,100,1,1,0
1085,5,5,5,5,5,2,2,2,2,3,5,3,5,5,4,4,80,80,81,70,91,80,81,81,70,81,81,1,1,0
1086,6,7,6,6,5,3,2,4,4,5,5,5,5,6,6,5,100,100,100,100,100,100,97,100,99,97,100,1,0,0
1087,5,6,5,6,5,1,2,2,2,2,4,3,5,4,3,3,100,81,90,81,80,80,80,80,76,86,76,1,0,0
1088,5,6,5,5,5,3,4,3,3,4,5,4,6,6,6,6,79,90,90,100,94,89,94,96,93,95,100,1,0,0
1089,7,6,7,7,6,2,4,2,1,3,6,6,6,7,6,5,100,100,100,100,100,100,100,100,100,100,100,0,1,0
1090,6,7,7,6,6,1,1,2,1,4,5,5,5,6,7,7,100,100,100,100,100,100,90,90,100,91,91,0,0,0
1091,7,7,7,7,4,1,4,1,1,2,6,6,6,6,6,6,100,100,100,100,100,100,100,100,80,100,100,1,0,0
1092,4,6,7,5,4,5,2,2,2,3,5,2,7,6,4,4,100,100,100,100,100,100,100,100,68,88,90,1,0,1
1093,6,6,6,5,6,3,2,5,4,3,7,5,7,6,3,3,100,100,100,100,100,100,91,90,80,90,91,0,0,0
1094,6,7,6,6,6,2,2,2,1,2,6,6,6,6,6,6,99,100,100,100,98,98,100,99,80,100,100,1,1,1
1095,7,7,7,7,6,1,1,2,1,2,6,6,6,5,5,4,91,90,96,85,100,100,100,95,99,88,100,1,0,1
1096,6,6,5,5,5,4,3,4,3,4,5,4,5,5,5,5,100,100,100,100,100,100,100,91,100,100,100,0,0,1
1097,5,5,5,5,5,2,2,2,1,5,4,4,4,5,4,4,81,80,80,80,82,83,69,60,70,83,81,1,0,0
1098,7,6,7,5,5,1,1,3,1,2,5,5,5,5,5,6,100,100,100,100,100,100,100,95,100,100,100,0,1,1
1099,7,7,7,7,3,1,2,2,1,2,5,3,5,6,4,4,99,100,100,100,100,100,100,100,97,100,100,0,1,1
1100,6,5,6,6,5,3,3,3,3,3,5,5,5,5,5,5,85,90,90,91,85,89,76,75,75,70,76,1,0,1
1101,5,6,6,6,5,3,2,2,2,3,6,6,6,5,5,6,100,100,100,100,100,100,95,95,91,95,96,0,0,1
1102,6,5,6,6,5,2,3,2,2,3,5,4,5,5,4,4,100,100,100,100,100,100,100,100,100,100,100,0,1,0
1103,2,7,6,7,7,2,5,2,5,2,7,2,7,7,7,4,100,100,100,100,100,100,100,100,100,100,100,1,0,0
1104,5,5,5,5,4,4,5,3,4,5,5,5,5,5,5,5,80,84,81,81,83,84,88,79,82,81,80,0,0,1
1105,7,7,7,7,7,2,2,2,1,2,6,6,6,6,4,3,91,91,100,100,92,92,92,95,94,95,93,0,1,1
1106,7,7,7,6,5,2,4,2,2,3,6,5,5,7,7,6,100,100,100,100,100,100,100,100,100,100,100,1,0,0
